"Name","PA","AB","H","2B","3B","HR","R","RBI","BB","SO","HBP","SB","CS","AVG","OBP","SLG","OPS","wOBA","BsR","Fld","WAR","playerid"
"David Lyon","1","1","0","0","0","0","0","0","0","0","0","0","0",".176",".226",".258",".484",".217","0.0","0.0","0.0","sa658989"
"Miles Hamblin","1","1","0","0","0","0","0","0","0","0","0","0","0",".179",".233",".249",".482",".217","0.0","0.0","0.0","sa598323"
"Jonathan Schwind","1","1","0","0","0","0","0","0","0","0","0","0","0",".186",".232",".248",".480",".216","0.0","0.0","0.0","sa598663"
"Dan Klein","1","1","0","0","0","0","0","0","0","0","0","0","0",".175",".220",".266",".486",".216","0.0","0.0","0.0","sa658662"
"Josmar Cordero","1","1","0","0","0","0","0","0","0","0","0","0","0",".188",".225",".260",".486",".216","0.0","0.0","0.0","sa547928"
"Chad Johnson","1","1","0","0","0","0","0","0","0","0","0","0","0",".183",".231",".247",".478",".216","0.0","0.0","0.0","sa657990"
"Luis Cruz","1","1","0","0","0","0","0","0","0","0","0","0","0",".188",".227",".254",".482",".215","0.0","0.0","0.0","sa597025"
"Johan Quevedo","1","1","0","0","0","0","0","0","0","0","0","0","0",".189",".227",".255",".482",".215","0.0","0.0","0.0","sa596365"
"Beau Maggi","1","1","0","0","0","0","0","0","0","0","0","0","0",".177",".232",".243",".475",".215","0.0","0.0","0.0","sa658575"
"Michael Vaughn","1","1","0","0","0","0","0","0","0","0","0","0","0",".181",".223",".258",".481",".215","0.0","0.0","0.0","sa658296"
"Jairo Rosario","1","1","0","0","0","0","0","0","0","0","0","0","0",".188",".223",".258",".481",".215","0.0","0.0","0.0","sa597080"
"Samuel Gonzalez","1","1","0","0","0","0","0","0","0","0","0","0","0",".190",".228",".251",".479",".215","0.0","0.0","0.0","sa507193"
"Michael Quesada","1","1","0","0","0","0","0","0","0","0","0","0","0",".173",".231",".240",".471",".214","0.0","0.0","0.0","sa549786"
"William Russell","1","1","0","0","0","0","0","0","0","0","0","0","0",".188",".228",".252",".479",".214","0.0","0.0","0.0","sa658894"
"Jobduan Morales","1","1","0","0","0","0","0","0","0","0","0","0","0",".177",".230",".244",".474",".214","0.0","0.0","0.0","sa501573"
"Fernando Pujadas","1","1","0","0","0","0","0","0","0","0","0","0","0",".182",".228",".249",".477",".214","0.0","0.0","0.0","sa548638"
"Marcus Littlewood","1","1","0","0","0","0","0","0","0","0","0","0","0",".165",".234",".233",".467",".214","0.0","0.0","0.0","sa548261"
"Stryker Trahan","1","1","0","0","0","0","0","0","0","0","0","0","0",".176",".223",".255",".477",".214","0.0","0.0","0.0","sa657920"
"Yermin Mercedes","1","1","0","0","0","0","0","0","0","0","0","0","0",".187",".228",".248",".476",".214","0.0","0.0","0.0","sa597096"
"Alex Marquez","1","1","0","0","0","0","0","0","0","0","0","0","0",".177",".234",".236",".470",".214","0.0","0.0","0.0","sa549800"
"Samuel Kimmel","1","1","0","0","0","0","0","0","0","0","0","0","0",".189",".224",".254",".478",".214","0.0","0.0","0.0","sa599743"
"Sam Eberle","1","1","0","0","0","0","0","0","0","0","0","0","0",".178",".230",".241",".471",".213","0.0","0.0","0.0","sa579775"
"Arvicent Perez","1","1","0","0","0","0","0","0","0","0","0","0","0",".189",".224",".253",".478",".213","0.0","0.0","0.0","sa655950"
"Dustin Houle","1","1","0","0","0","0","0","0","0","0","0","0","0",".185",".225",".252",".476",".213","0.0","0.0","0.0","sa598106"
"Daniel Paula","1","1","0","0","0","0","0","0","0","0","0","0","0",".188",".221",".258",".479",".213","0.0","0.0","0.0","sa659601"
"Rafael Fernandez","1","1","0","0","0","0","0","0","0","0","0","0","0",".185",".224",".252",".476",".213","0.0","0.0","0.0","sa546525"
"Jose Mayorga","1","1","0","0","0","0","0","0","0","0","0","0","0",".184",".229",".242",".470",".212","0.0","0.0","0.0","sa546526"
"Jose Ruiz","1","1","0","0","0","0","0","0","0","0","0","0","0",".181",".222",".253",".475",".212","0.0","0.0","0.0","sa657492"
"Luis Villegas","1","1","0","0","0","0","0","0","0","0","0","0","0",".179",".231",".235",".466",".212","0.0","0.0","0.0","sa547944"
"Mike Reeves","1","1","0","0","0","0","0","0","0","0","0","0","0",".182",".228",".240",".468",".212","0.0","0.0","0.0","sa503425"
"Emmanuel Quiles","1","1","0","0","0","0","0","0","0","0","0","0","0",".187",".222",".255",".476",".211","0.0","0.0","0.0","sa390612"
"Jose Rojas","1","1","0","0","0","0","0","0","0","0","0","0","0",".179",".225",".244",".468",".211","0.0","0.0","0.0","sa597210"
"Daniel Gonzalez","1","1","0","0","0","0","0","0","0","0","0","0","0",".182",".228",".240",".467",".211","0.0","0.0","0.0","sa737255"
"Ryan Miller","1","1","0","0","0","0","0","0","0","0","0","0","0",".181",".225",".245",".470",".211","0.0","0.0","0.0","sa738892"
"Trey Wimmer","1","1","0","0","0","0","0","0","0","0","0","0","0",".178",".215",".259",".474",".211","0.0","0.0","0.0","sa738279"
"Junior Taveras","1","1","0","0","0","0","0","0","0","0","0","0","0",".188",".226",".244",".470",".211","0.0","0.0","0.0","sa547991"
"John Nester","1","1","0","0","0","0","0","0","0","0","0","0","0",".172",".227",".238",".465",".211","0.0","0.0","0.0","sa526557"
"Danny Arribas","1","1","0","0","0","0","0","0","0","0","0","0","0",".185",".228",".239",".468",".211","0.0","0.0","0.0","sa597735"
"Jose Queliz","1","1","0","0","0","0","0","0","0","0","0","0","0",".186",".219",".254",".473",".211","0.0","0.0","0.0","sa658848"
"Justin O'Conner","1","1","0","0","0","0","0","0","0","0","0","0","0",".174",".215",".256",".471",".210","0.0","0.0","0.0","sa548314"
"Jose Godoy","1","1","0","0","0","0","0","0","0","0","0","0","0",".181",".228",".239",".467",".210","0.0","0.0","0.0","sa657267"
"Jin-Ho Shin","1","1","0","0","0","0","0","0","0","0","0","0","0",".175",".223",".242",".465",".210","0.0","0.0","0.0","sa549635"
"Alexander Capriata","1","1","0","0","0","0","0","0","0","0","0","0","0",".180",".223",".245",".468",".210","0.0","0.0","0.0","sa596950"
"David Rodriguez","1","1","0","0","0","0","0","0","0","0","0","0","0",".177",".216",".254",".471",".210","0.0","0.0","0.0","sa735825"
"Nicholas Desantiago","1","1","0","0","0","0","0","0","0","0","0","0","0",".173",".228",".235",".463",".210","0.0","0.0","0.0","sa502770"
"Juan Kelly","1","1","0","0","0","0","0","0","0","0","0","0","0",".176",".229",".234",".463",".210","0.0","0.0","0.0","sa657541"
"Marcus Greene","1","1","0","0","0","0","0","0","0","0","0","0","0",".171",".227",".234",".461",".210","0.0","0.0","0.0","sa659282"
"Adderling Ruiz","1","1","0","0","0","0","0","0","0","0","0","0","0",".181",".223",".245",".468",".210","0.0","0.0","0.0","sa551002"
"Anderson Bolivar","1","1","0","0","0","0","0","0","0","0","0","0","0",".183",".221",".248",".469",".210","0.0","0.0","0.0","sa550526"
"Seth Conner","1","1","0","0","0","0","0","0","0","0","0","0","0",".177",".226",".239",".464",".210","0.0","0.0","0.0","sa550142"
"Tyler Roberts","1","1","0","0","0","0","0","0","0","0","0","0","0",".170",".219",".247",".466",".210","0.0","0.0","0.0","sa501663"
"Carlos Garay","1","1","0","0","0","0","0","0","0","0","0","0","0",".184",".225",".242",".467",".210","0.0","0.0","0.0","sa657431"
"Louis Voit","1","1","0","0","0","0","0","0","0","0","0","0","0",".179",".225",".241",".466",".209","0.0","0.0","0.0","sa502753"
"Jordan Weems","1","1","0","0","0","0","0","0","0","0","0","0","0",".175",".233",".224",".457",".209","0.0","0.0","0.0","sa597862"
"Omar Narvaez","1","1","0","0","0","0","0","0","0","0","0","0","0",".187",".226",".241",".466",".209","0.0","0.0","0.0","sa504967"
"Joxelier Garcia","1","1","0","0","0","0","0","0","0","0","0","0","0",".181",".222",".242",".465",".209","0.0","0.0","0.0","sa657800"
"Brett Booth","1","1","0","0","0","0","0","0","0","0","0","0","0",".179",".222",".244",".466",".209","0.0","0.0","0.0","sa709013"
"Jesus Atencio","1","1","0","0","0","0","0","0","0","0","0","0","0",".182",".223",".242",".466",".209","0.0","0.0","0.0","sa740126"
"Adrian Abreu","1","1","0","0","0","0","0","0","0","0","0","0","0",".174",".225",".236",".461",".209","0.0","0.0","0.0","sa554214"
"Jhon Nunez","1","1","0","0","0","0","0","0","0","0","0","0","0",".181",".223",".241",".464",".209","0.0","0.0","0.0","sa736923"
"Justin Marra","1","1","0","0","0","0","0","0","0","0","0","0","0",".169",".216",".248",".464",".208","0.0","0.0","0.0","sa599240"
"Tony Caldwell","1","1","0","0","0","0","0","0","0","0","0","0","0",".174",".224",".237",".460",".208","0.0","0.0","0.0","sa577017"
"Raudy Read","1","1","0","0","0","0","0","0","0","0","0","0","0",".180",".214",".254",".469",".208","0.0","0.0","0.0","sa597099"
"Jeff Glenn","1","1","0","0","0","0","0","0","0","0","0","0","0",".168",".224",".234",".458",".208","0.0","0.0","0.0","sa501590"
"Jhonny Pena","1","1","0","0","0","0","0","0","0","0","0","0","0",".176",".224",".236",".461",".208","0.0","0.0","0.0","sa597090"
"Marlon Avea","1","1","0","0","0","0","0","0","0","0","0","0","0",".179",".218",".247",".465",".208","0.0","0.0","0.0","sa597181"
"Alixon Suarez","1","1","0","0","0","0","0","0","0","0","0","0","0",".175",".223",".238",".460",".208","0.0","0.0","0.0","sa597001"
"Martin Cervenka","1","1","0","0","0","0","0","0","0","0","0","0","0",".175",".224",".235",".459",".208","0.0","0.0","0.0","sa492636"
"Rafael De La Cruz","1","1","0","0","0","0","0","0","0","0","0","0","0",".178",".220",".243",".462",".207","0.0","0.0","0.0","sa507274"
"Daniel Bethea","1","1","0","0","0","0","0","0","0","0","0","0","0",".180",".221",".242",".463",".207","0.0","0.0","0.0","sa738923"
"Eugene Escalante","1","1","0","0","0","0","0","0","0","0","0","0","0",".181",".220",".242",".462",".207","0.0","0.0","0.0","sa502401"
"Franklin Navarro","1","1","0","0","0","0","0","0","0","0","0","0","0",".180",".217",".247",".463",".207","0.0","0.0","0.0","sa655913"
"Steven Baron","1","1","0","0","0","0","0","0","0","0","0","0","0",".175",".212",".251",".463",".206","0.0","0.0","0.0","sa500765"
"Gabriel Cornier","1","1","0","0","0","0","0","0","0","0","0","0","0",".176",".221",".237",".458",".206","0.0","0.0","0.0","sa506981"
"Pedro Severino","1","1","0","0","0","0","0","0","0","0","0","0","0",".183",".217",".245",".462",".206","0.0","0.0","0.0","sa599084"
"Ricardo Valenzuela","1","1","0","0","0","0","0","0","0","0","0","0","0",".180",".220",".239",".460",".206","0.0","0.0","0.0","sa550659"
"Miguel Leal","1","1","0","0","0","0","0","0","0","0","0","0","0",".181",".224",".231",".456",".206","0.0","0.0","0.0","sa548641"
"Arturo Nieto","1","1","0","0","0","0","0","0","0","0","0","0","0",".175",".222",".234",".455",".206","0.0","0.0","0.0","sa596241"
"Bennett Pickar","1","1","0","0","0","0","0","0","0","0","0","0","0",".177",".222",".233",".456",".206","0.0","0.0","0.0","sa501720"
"Mitchell Garver","1","1","0","0","0","0","0","0","0","0","0","0","0",".178",".216",".244",".459",".205","0.0","0.0","0.0","sa578988"
"Jose Ortiz","1","1","0","0","0","0","0","0","0","0","0","0","0",".170",".210",".249",".459",".205","0.0","0.0","0.0","sa658327"
"Michael De La Cruz","1","1","0","0","0","0","0","0","0","0","0","0","0",".171",".221",".232",".453",".205","0.0","0.0","0.0","sa736830"
"Isaias Tejeda","1","1","0","0","0","0","0","0","0","0","0","0","0",".175",".214",".242",".457",".205","0.0","0.0","0.0","sa550534"
"Antonio Valerio","1","1","0","0","0","0","0","0","0","0","0","0","0",".180",".218",".239",".457",".205","0.0","0.0","0.0","sa597689"
"Joe Jackson","1","1","0","0","0","0","0","0","0","0","0","0","0",".173",".218",".237",".455",".205","0.0","0.0","0.0","sa550375"
"Eddy Melo","1","1","0","0","0","0","0","0","0","0","0","0","0",".178",".224",".228",".452",".205","0.0","0.0","0.0","sa657527"
"Wes Wilson","1","1","0","0","0","0","0","0","0","0","0","0","0",".179",".216",".242",".458",".205","0.0","0.0","0.0","sa598772"
"Luis Lara","1","1","0","0","0","0","0","0","0","0","0","0","0",".177",".219",".237",".456",".205","0.0","0.0","0.0","sa657819"
"Gabriel Tenia","1","1","0","0","0","0","0","0","0","0","0","0","0",".170",".210",".247",".458",".204","0.0","0.0","0.0","sa546560"
"Julio Herrera","1","1","0","0","0","0","0","0","0","0","0","0","0",".179",".216",".240",".456",".204","0.0","0.0","0.0","sa657776"
"Eduardo De Oleo","1","1","0","0","0","0","0","0","0","0","0","0","0",".175",".215",".239",".454",".204","0.0","0.0","0.0","sa597686"
"Wilmer Dominguez","1","1","0","0","0","0","0","0","0","0","0","0","0",".179",".214",".242",".456",".204","0.0","0.0","0.0","sa504988"
"Michael Turay","1","1","0","0","0","0","0","0","0","0","0","0","0",".172",".212",".243",".455",".204","0.0","0.0","0.0","sa658591"
"Juan De La Cruz","1","1","0","0","0","0","0","0","0","0","0","0","0",".174",".220",".231",".450",".203","0.0","0.0","0.0","sa547855"
"Wagner Gomez","1","1","0","0","0","0","0","0","0","0","0","0","0",".168",".209",".246",".455",".203","0.0","0.0","0.0","sa547905"
"Tim Remes","1","1","0","0","0","0","0","0","0","0","0","0","0",".164",".216",".234",".449",".203","0.0","0.0","0.0","sa659193"
"Andrew Knapp","1","1","0","0","0","0","0","0","0","0","0","0","0",".172",".213",".240",".452",".203","0.0","0.0","0.0","sa550140"
"Luis Ortega","1","1","0","0","0","0","0","0","0","0","0","0","0",".174",".216",".232",".449",".202","0.0","0.0","0.0","sa597039"
"Miguel Gomez","1","1","0","0","0","0","0","0","0","0","0","0","0",".174",".212",".238",".451",".202","0.0","0.0","0.0","sa657484"
"Alfredo Gonzalez","1","1","0","0","0","0","0","0","0","0","0","0","0",".174",".212",".239",".451",".202","0.0","0.0","0.0","sa505301"
"Cesar Gonzalez","1","1","0","0","0","0","0","0","0","0","0","0","0",".181",".220",".228",".447",".202","0.0","0.0","0.0","sa597231"
"Carlos Sanchez","1","1","0","0","0","0","0","0","0","0","0","0","0",".174",".215",".234",".449",".202","0.0","0.0","0.0","sa596855"
"Felix Santana","1","1","0","0","0","0","0","0","0","0","0","0","0",".174",".214",".235",".449",".202","0.0","0.0","0.0","sa601745"
"Austin Wynns","1","1","0","0","0","0","0","0","0","0","0","0","0",".178",".215",".235",".450",".201","0.0","0.0","0.0","sa707785"
"Wilber Torres","1","1","0","0","0","0","0","0","0","0","0","0","0",".173",".213",".236",".449",".201","0.0","0.0","0.0","sa657476"
"Jose Ariza","1","1","0","0","0","0","0","0","0","0","0","0","0",".164",".215",".229",".444",".201","0.0","0.0","0.0","sa658094"
"Felix Castillo","1","1","0","0","0","0","0","0","0","0","0","0","0",".173",".214",".232",".446",".201","0.0","0.0","0.0","sa550543"
"Fabian Castillo","1","1","0","0","0","0","0","0","0","0","0","0","0",".177",".211",".238",".449",".201","0.0","0.0","0.0","sa597422"
"Sergio Ripoll","1","1","0","0","0","0","0","0","0","0","0","0","0",".172",".215",".229",".445",".201","0.0","0.0","0.0","sa658210"
"Brian Reyes","1","1","0","0","0","0","0","0","0","0","0","0","0",".167",".211",".235",".446",".201","0.0","0.0","0.0","sa736666"
"Jeyckol De Leon","1","1","0","0","0","0","0","0","0","0","0","0","0",".175",".211",".237",".448",".200","0.0","0.0","0.0","sa506907"
"Roberto Tovar","1","1","0","0","0","0","0","0","0","0","0","0","0",".177",".216",".228",".444",".200","0.0","0.0","0.0","sa657820"
"Eddy Concepcion","1","1","0","0","0","0","0","0","0","0","0","0","0",".171",".214",".231",".445",".200","0.0","0.0","0.0","sa597179"
"Luis Alcantara","1","1","0","0","0","0","0","0","0","0","0","0","0",".175",".214",".231",".445",".200","0.0","0.0","0.0","sa659439"
"Henderson Peralta","1","1","0","0","0","0","0","0","0","0","0","0","0",".172",".211",".234",".446",".200","0.0","0.0","0.0","sa597174"
"Jorge Saez","1","1","0","0","0","0","0","0","0","0","0","0","0",".169",".211",".232",".443",".199","0.0","0.0","0.0","sa658909"
"Jose Garcia","1","1","0","0","0","0","0","0","0","0","0","0","0",".172",".215",".226",".441",".199","0.0","0.0","0.0","sa657393"
"Miguel Sanchez","1","1","0","0","0","0","0","0","0","0","0","0","0",".168",".214",".226",".440",".199","0.0","0.0","0.0","sa506172"
"Joel Polanco","1","1","0","0","0","0","0","0","0","0","0","0","0",".167",".214",".225",".439",".198","0.0","0.0","0.0","sa597115"
"Michael Miller","1","1","0","0","0","0","0","0","0","0","0","0","0",".171",".211",".231",".442",".198","0.0","0.0","0.0","sa738230"
"Elvin Soto","1","1","0","0","0","0","0","0","0","0","0","0","0",".169",".211",".231",".441",".198","0.0","0.0","0.0","sa738187"
"Christian Carmichael","1","1","0","0","0","0","0","0","0","0","0","0","0",".170",".212",".229",".440",".198","0.0","0.0","0.0","sa548337"
"Nohisglin Rivero","1","1","0","0","0","0","0","0","0","0","0","0","0",".177",".208",".235",".444",".198","0.0","0.0","0.0","sa504826"
"Leudi Otano","1","1","0","0","0","0","0","0","0","0","0","0","0",".166",".212",".225",".437",".198","0.0","0.0","0.0","sa600971"
"Chad Wallach","1","1","0","0","0","0","0","0","0","0","0","0","0",".172",".211",".228",".439",".197","0.0","0.0","0.0","sa550207"
"Rowan Wick","1","1","0","0","0","0","0","0","0","0","0","0","0",".163",".206",".232",".438",".197","0.0","0.0","0.0","sa549441"
"Phildrick Llewellyn","1","1","0","0","0","0","0","0","0","0","0","0","0",".168",".210",".228",".438",".197","0.0","0.0","0.0","sa658248"
"Wilfredo Petit","1","1","0","0","0","0","0","0","0","0","0","0","0",".172",".209",".230",".439",".197","0.0","0.0","0.0","sa553252"
"Austin Chubb","1","1","0","0","0","0","0","0","0","0","0","0","0",".174",".206",".234",".440",".196","0.0","0.0","0.0","sa658599"
"Reynaldo Mateo","1","1","0","0","0","0","0","0","0","0","0","0","0",".165",".205",".233",".438",".196","0.0","0.0","0.0","sa505985"
"Kevin Martinez","1","1","0","0","0","0","0","0","0","0","0","0","0",".168",".210",".226",".436",".196","0.0","0.0","0.0","sa657818"
"Luke Guarnaccia","1","1","0","0","0","0","0","0","0","0","0","0","0",".171",".207",".231",".438",".196","0.0","0.0","0.0","sa549499"
"Tomas Nido","1","1","0","0","0","0","0","0","0","0","0","0","0",".171",".206",".232",".438",".196","0.0","0.0","0.0","sa658115"
"David Sopilka","1","1","0","0","0","0","0","0","0","0","0","0","0",".170",".212",".221",".433",".196","0.0","0.0","0.0","sa548066"
"Jose Raga","1","1","0","0","0","0","0","0","0","0","0","0","0",".171",".208",".228",".436",".196","0.0","0.0","0.0","sa596317"
"Dioni Rodriguez","1","1","0","0","0","0","0","0","0","0","0","0","0",".164",".211",".221",".432",".195","0.0","0.0","0.0","sa657512"
"Oscar Perez","1","1","0","0","0","0","0","0","0","0","0","0","0",".172",".207",".228",".436",".195","0.0","0.0","0.0","sa506222"
"Duncan Mcalpine","1","1","0","0","0","0","0","0","0","0","0","0","0",".166",".204",".231",".436",".195","0.0","0.0","0.0","sa738193"
"Christopher Breen","1","1","0","0","0","0","0","0","0","0","0","0","0",".165",".204",".229",".433",".194","0.0","0.0","0.0","sa658201"
"Deybi Garcia","1","1","0","0","0","0","0","0","0","0","0","0","0",".169",".206",".227",".433",".194","0.0","0.0","0.0","sa602652"
"Jose Duarte","1","1","0","0","0","0","0","0","0","0","0","0","0",".166",".205",".225",".430",".193","0.0","0.0","0.0","sa596170"
"Angel Reyes","1","1","0","0","0","0","0","0","0","0","0","0","0",".164",".207",".220",".426",".192","0.0","0.0","0.0","sa657775"
"Josh Miller","1","1","0","0","0","0","0","0","0","0","0","0","0",".168",".205",".222",".428",".192","0.0","0.0","0.0","sa738293"
"Jose Maria","1","1","0","0","0","0","0","0","0","0","0","0","0",".165",".205",".222",".427",".192","0.0","0.0","0.0","sa657681"
"Ricardo Gonzalez","1","1","0","0","0","0","0","0","0","0","0","0","0",".155",".204",".219",".423",".192","0.0","0.0","0.0","sa546484"
"Steve Bean","1","1","0","0","0","0","0","0","0","0","0","0","0",".161",".204",".218",".422",".191","0.0","0.0","0.0","sa657874"
"Fernando Vivili","1","1","0","0","0","0","0","0","0","0","0","0","0",".157",".198",".223",".421",".189","0.0","0.0","0.0","sa597105"
"Zach Stoner","1","1","0","0","0","0","0","0","0","0","0","0","0",".154",".202",".210",".412",".188","0.0","0.0","0.0","sa658190"
"Sammy Ayala","1","1","0","0","0","0","0","0","0","0","0","0","0",".161",".198",".218",".416",".187","0.0","0.0","0.0","sa658324"
"Kevin Calderon","1","1","0","0","0","0","0","0","0","0","0","0","0",".161",".200",".215",".416",".187","0.0","0.0","0.0","sa596919"
